URL,Title,Agency,Subagency,Category,Date Released,Date Updated,Time Period,Frequency,Description,Data.gov Data Category Type,Specialized Data Category Designation,Keywords,Citation,Agency Program Page,Agency Data Series Page,Unit of Analysis,Granularity,Geographic Coverage,Collection Mode,Data Collection Instrument,Data Dictionary/Variable List,Applicable Agency Information Quality Guideline Designation,Data Quality Certification,Privacy and Confidentiality,Technical Documentation,Additional Metadata,FGDC Compliance (Geospatial Only),Statistical Methodology,Sampling,Estimation,Weighting,Disclosure Avoidance,Questionnaire Design,Series Breaks,Non-response Adjustment,Seasonal Adjustment,Statistical Characteristics,Feeds Access Point,Feeds File Size,XML Access Point,XML File Size,CSV/TXT Access Point,CSV/TXT File Size,XLS Access Point,XLS File Size,KML/KMZ Access Point,KML File Size,ESRI Access Point,ESRI File Size,Map Access Point,Data Extraction Access Point,Widget Access Point
http://www.data.gov/details/1802,Final Critical Habitat for the Owens tui chub (Gila bicolor snyderi),Department of the Interior,US Fish and Wildlife Service,Geography and Environment,"August 5, 1985","September 23, 2009","August 5, 1985 to present",As Needed,"    Abstract: These data identify the area (in general) where final critical habitat for the Owens tui chub occurs. Critical habitat for the species occurs in two locations in the Inyo National Forest in southern Mono County: along Hot Creek near the State of California Fish Hatchery immediately west of State Hwy 395 in the southwest 1/4 of section 35 T3S, R28E; the Owens River Gorge from Long Valley Dam to the western edge of section 36, T4S, R30E.     Purpose: Critical habitat are areas considered essential for the conservation of a listed species. These areas provide notice to the public and land managers the importance of these areas to the conservation of this species. Special protections and/or restrictions are possible in areas where federal funding, permits, licenses, authorizations, or actions occur or are required. ",Raw Data Catalog,Geospatial,"biota, environment, U.S. Fish and Wildlife Service, Final Rule, critical habitat, Owens tui chub, Gila bicolor snyderi, California,  CA, Inyo County, Mono County, Hot Creek, Owens River Gorge, Long Valley Dam",<a href="http://criticalhabitat.fws.gov/docs/crithab/zip/fch_50fr31592_gibs_2009.zip">http://criticalhabitat.fws.gov/docs/crithab/zip/fch_50fr31592_gibs_2009.zip</a>,Critical Habitat for Threatened & Endangered Species - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat Portal - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat designated by Final Rule listed within the Federal Register,,      West_Bounding_Coordinate: -118.863572       East_Bounding_Coordinate: -118.609062       North_Bounding_Coordinate: 37.647969       South_Bounding_Coordinate: 37.552096 ,,,,U.S. Fish & Wildlife Service (FWS),Yes,Not Relevant,<a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,<a href="http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_50fr31592_gibs_2009.xml">http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_50fr31592_gibs_2009.xml</a>,,,,,,,,,,,,,,,,,,,,,,http://criticalhabitat.fws.gov/docs/crithab/zip/fch_50fr31592_gibs_2009.zip,0.068 MB,,,
http://www.data.gov/details/1803,Final critical habitat for the Inyo California towhee (Pipilo crissalis eremophilus),Department of the Interior,US Fish and Wildlife Service,Geography and Environment,"August 3, 1987","September 23, 2009","August 3, 1987 to present",As Needed,"    Abstract: These data identify the areas (in general) where critical habitat for Inyo California towhee (Pipilo crissalis eremophilus) occurs. Critical habitat for the species occurs in 11 units consisting of isolated canyons and individual springs in the Argus Range, southern Inyo County, California. A large portion of final critical habitat lies on the China Lake Naval Air Weapons Station, the remainder on BLM land immediately east of the China Lake installation.     Purpose: Critical habitat are areas considered essential for the conservation of a listed species. These areas provide notice to the public and land managers the importance of these areas to the conservation of this species. Special protections and/or restrictions are possible in areas where federal funding, permits, licenses, authorizations, or actions occur or are required. ",Raw Data Catalog,Geospatial,"biota, environment, U.S. Fish and Wildlife Service, Final Rule, critical habitat, Inyo California towhee, Pipilo crissalis eremophilus, California,  CA, Inyo County, Argus Range, Great Falls Basin, Water Canyon, Mountain Springs Canyon, Homewood Canyon, China Lake Naval Air Weapons Station",<a href="http://criticalhabitat.fws.gov/docs/crithab/zip/fch_52fr28780_pife_2009.zip">http://criticalhabitat.fws.gov/docs/crithab/zip/fch_52fr28780_pife_2009.zip</a>,Critical Habitat for Threatened & Endangered Species - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat Portal - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat designated by Final Rule listed within the Federal Register,,      West_Bounding_Coordinate: -117.582762       East_Bounding_Coordinate: -117.378557       North_Bounding_Coordinate: 35.967429       South_Bounding_Coordinate: 35.830833 ,,,,U.S. Fish & Wildlife Service (FWS),Yes,Not Relevant,<a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,<a href="http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_52fr28780_pife_2009.xml">http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_52fr28780_pife_2009.xml</a>,,,,,,,,,,,,,,,,,,,,,,http://criticalhabitat.fws.gov/docs/crithab/zip/fch_52fr28780_pife_2009.zip,0.044 MB,,,
http://www.data.gov/details/1804,Final Critical Habitat for the Morro Shoulderband Snail (Helminthoglypta walkeriana),Department of the Interior,US Fish and Wildlife Service,Geography and Environment,"February 7, 2001","September 23, 2009","February 7, 2001 to present",As Needed,"    Abstract: These data identify (in general) the areas designated as critical habitat for the Morro shoulderband Snail (Helminthoglypta walkeriana). Critical habitat for the species is spread among 3 units on the southern and eastern margins of Morro Bay, in the cities of Los Osos and Baywood Park, San Luis Obispo County, California     Purpose: Critical habitat are areas considered essential for the conservation of a listed species. These areas provide notice to the public and land managers the importance of these areas to the conservation of this species. Special protections and/or restrictions are possible in areas where federal funding, permits, licenses, authorizations, or actions occur or are required. ",Raw Data Catalog,Geospatial,"biota, environment, U.S. Fish and Wildlife Service, Final Rule, critical habitat, Morro shoulderband snail, Helminthoglypta walkeriana, California,  CA, San Luis Obispo County, Morro Bay, Los Osos, Baywood Park",<a href="http://criticalhabitat.fws.gov/docs/crithab/zip/fch_66fr9233_helw_2009.zip">http://criticalhabitat.fws.gov/docs/crithab/zip/fch_66fr9233_helw_2009.zip</a>,Critical Habitat for Threatened & Endangered Species - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat Portal - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat designated by Final Rule listed within the Federal Register,,      West_Bounding_Coordinate: -120.889774       East_Bounding_Coordinate: -120.811043       North_Bounding_Coordinate: 35.369388       South_Bounding_Coordinate: 35.275143 ,,,,U.S. Fish & Wildlife Service (FWS),Yes,Not Relevant,<a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,<a href="http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_66fr9233_helw_2009.xml">http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_66fr9233_helw_2009.xml</a>,,,,,,,,,,,,,,,,,,,,,,http://criticalhabitat.fws.gov/docs/crithab/zip/fch_66fr9233_helw_2009.zip,0.021 MB,,,
http://www.data.gov/details/1805,Final Critical Habitat for the Robust spineflower (Chorizanthe robusta var. robusta),Department of the Interior,US Fish and Wildlife Service,Geography and Environment,"May 28, 2002","September 23, 2009","May 28, 2002 to present",As Needed,"    Abstract: These data identify the areas (in general) where final critical habitat for the robust spineflower (Chorizanthe robusta var. robusta) occurs. Critical habitat for the species occurs along the coast in Santa Cruz and Monterey counties. In Santa Cruz County, there are six units of critical habitat: units A and B in the City of Santa Cruz, units C and D adjacent to the City of Aptos, unit E near the City of Watsonville, and unit F on Sunset State Beach southwest of Watsonville. In Monterey County unit G is located along the coast from the City of Marina south to the City of Seaside.     Purpose: To provide the user with a graphical representation, viewable within a GIS, of the boundaries of critical habitat as described in the Federal Register volume 67, No. 102 pp. 36822 to 36845. ",Raw Data Catalog,Geospatial,"biota, environment, U.S. Fish and Wildlife Service, Final Rule, critical habitat, robust spineflower, Chorizanthe robusta var. robusta, California,  CA, Monterey County, Santa Cruz County, Aptos,  Watsonville,  Marina,  Seaside, Pogonip, Branciforte, Freedom, Buena Vista, Sunset, former Fort Ord",<a href="http://criticalhabitat.fws.gov/docs/crithab/zip/fch_67fr36822_chro_r_2009.zip">http://criticalhabitat.fws.gov/docs/crithab/zip/fch_67fr36822_chro_r_2009.zip</a>,Critical Habitat for Threatened & Endangered Species - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat Portal - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat designated by Final Rule listed within the Federal Register,,      West_Bounding_Coordinate: -122.049272       East_Bounding_Coordinate: -121.821711       North_Bounding_Coordinate: 36.998330       South_Bounding_Coordinate: 36.874966 ,,,,U.S. Fish & Wildlife Service (FWS),Yes,Not Relevant,<a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,<a href="http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_67fr36822_chro_r_2009.xml">http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_67fr36822_chro_r_2009.xml</a>,,,,,,,,,,,,,,,,,,,,,,http://criticalhabitat.fws.gov/docs/crithab/zip/fch_67fr36822_chro_r_2009.zip,0.010 MB,,,
http://www.data.gov/details/1806,Final Critical Habitat for the Scotts Valley spineflower (Chorizanthe robusta var. hartwegii),Department of the Interior,US Fish and Wildlife Service,Geography and Environment,"May 29, 2002","September 23, 2009","May 29, 2002 to present",As Needed,"    Abstract: These data identify the areas (in general) where final critical habitat for the Scotts Valley spineflower (Chorizanthe robusta var. hartwegii) occurs. The boundaries of critical habitat for this species and Scotts Valley polygonum are coincident. The units of critical habitat are within the City of Scotts Valley, Santa Cruz County California.     Purpose: Critical habitat are areas considered essential for the conservation of a listed species. These areas provide notice to the public and land managers the importance of these areas to the conservation of this species. Special protections and/or restrictions are possible in areas where federal funding, permits, licenses, authorizations, or actions occur or are required. ",Raw Data Catalog,Geospatial,"biota, environment, U.S. Fish and Wildlife Service, Final Rule, critical habitat, Scotts Valley spineflower, Chorizanthe robusta var. hartwegii, California,  CA, Santa Cruz County, Scotts Valley",<a href="http://criticalhabitat.fws.gov/docs/crithab/zip/fch_67fr37336_chro_h_2009.zip ">http://criticalhabitat.fws.gov/docs/crithab/zip/fch_67fr37336_chro_h_2009.zip </a>,Critical Habitat for Threatened & Endangered Species - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat Portal - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat designated by Final Rule listed within the Federal Register,,      West_Bounding_Coordinate: -122.011493       East_Bounding_Coordinate: -121.988216       North_Bounding_Coordinate: 37.079549       South_Bounding_Coordinate: 37.062149 ,,,,U.S. Fish & Wildlife Service (FWS),Yes,Not Relevant,<a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,<a href="http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_67fr37336_chro_h_2009.xml">http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_67fr37336_chro_h_2009.xml</a>,,,,,,,,,,,,,,,,,,,,,,http://criticalhabitat.fws.gov/docs/crithab/zip/fch_67fr37336_chro_h_2009.zip,0.008 MB,,,
http://www.data.gov/details/1807,Final Critical Habitat for the Santa Cruz tarplant (Holocarpha macradenia),Department of the Interior,US Fish and Wildlife Service,Geography and Environment,"October 16, 2002","September 23, 2009","October 16, 2002 to present",As Needed,"    Abstract: These data identify the areas (in general) where final critical habitat for the Santa Cruz tarplant (Holocarpha macradenia) occurs. There are ten units of critical habitat for the species; nine units in Santa Cruz County and one in northernmost Monterey County, California.     Purpose: Critical habitat are areas considered essential for the conservation of a listed species. These areas provide notice to the public and land managers the importance of these areas to the conservation of this species. Special protections and/or restrictions are possible in areas where federal funding, permits, licenses, authorizations, or actions occur or are required. ",Raw Data Catalog,Geospatial,"biota, environment, U.S. Fish and Wildlife Service, Final Rule, critical habitat, Monterey spineflower, Chorizanthe pungens var. pungens, California,  CA, Monterey County, Santa Cruz County, Watsonville, Santa Cruz",<a href="http://criticalhabitat.fws.gov/docs/crithab/zip/fch_67fr63968_holm_2009.zip ">http://criticalhabitat.fws.gov/docs/crithab/zip/fch_67fr63968_holm_2009.zip </a>,Critical Habitat for Threatened & Endangered Species - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat Portal - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat designated by Final Rule listed within the Federal Register,,      West_Bounding_Coordinate: -122.303905       East_Bounding_Coordinate: -121.703588       North_Bounding_Coordinate: 37.944330       South_Bounding_Coordinate: 36.866182 ,,,,U.S. Fish & Wildlife Service (FWS),Yes,Not Relevant,<a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,<a href="http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_67fr63968_holm_2009.xml">http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_67fr63968_holm_2009.xml</a>,,,,,,,,,,,,,,,,,,,,,,http://criticalhabitat.fws.gov/docs/crithab/zip/fch_67fr63968_holm_2009.zip,0.022 MB,,,
http://www.data.gov/details/1808,Final Critical Habitat for the Purple Amole (Chloragalum purpureum var. purpureum),Department of the Interior,US Fish and Wildlife Service,Geography and Environment,"October 24, 2002","September 23, 2009","October 24, 2002 to present",As Needed,"    Abstract: These data identify the areas (in general) where final critical habitat for the purple amole (Chloragalum purpureum var. purpureum) occurs. Critical habitat for the species lies immediately adjacent to Fort Hunter Liggett in Monterey County, California.     Purpose: Critical habitat are areas considered essential for the conservation of a listed species. These areas provide notice to the public and land managers the importance of these areas to the conservation of this species. Special protections and/or restrictions are possible in areas where federal funding, permits, licenses, authorizations, or actions occur or are required. ",Raw Data Catalog,Geospatial,"biota, environment, U.S. Fish and Wildlife Service, Final Rule, critical habitat, purple amole, Chlorogalum purpureum purpureum, California,  CA, Monterey County, Fort Hunter Liggett",<a href="http://criticalhabitat.fws.gov/docs/crithab/zip/fch_67fr65414_cpur_p_2009.zip">http://criticalhabitat.fws.gov/docs/crithab/zip/fch_67fr65414_cpur_p_2009.zip</a>,Critical Habitat for Threatened & Endangered Species - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat Portal - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat designated by Final Rule listed within the Federal Register,,      West_Bounding_Coordinate: -121.154696       East_Bounding_Coordinate: -121.091933       North_Bounding_Coordinate: 35.998293       South_Bounding_Coordinate: 35.927972 ,,,,U.S. Fish & Wildlife Service (FWS),Yes,Not Relevant,<a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,<a href="http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_67fr65414_cpur_p_2009.xml">http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_67fr65414_cpur_p_2009.xml</a>,,,,,,,,,,,,,,,,,,,,,,http://criticalhabitat.fws.gov/docs/crithab/zip/fch_67fr65414_cpur_p_2009.zip,0.008 MB,,,
http://www.data.gov/details/1809,Final critical habitat for the Lompoc yerba santa (Eriodictyon capitatum),Department of the Interior,US Fish and Wildlife Service,Geography and Environment,"November 7, 2002","September 23, 2009","November 7, 2002 to present",As Needed,"    Abstract: These data identify the area (in general) where final critical habitat for the Lompoc yerba santa (Eriodictyon capitatum) occurs. Critical habitat for the species occurs in two areas in western Santa Barbara County California: the Solomon Hills southeast of the City of Santa Maria and in the Santa Ynez Mountains east of Point Conception.     Purpose: To provide the user with a graphical representation, viewable within a GIS, of the boundaries of critical habitat as described in the Federal Register Volume 67, No. 216 pp. 67968 to 68001, November 7, 2002 . ",Raw Data Catalog,Geospatial,"biota, environment, U.S. Fish and Wildlife Service, Final Rule, critical habitat, Lompoc yerba santa, Eriodictyon capitatum, California,  CA, Santa Barbara County, Santa Ynez Mountains, Solomon Hills",<a href="http://criticalhabitat.fws.gov/docs/crithab/zip/fch_73fr5920_eucn_2009.zip ">http://criticalhabitat.fws.gov/docs/crithab/zip/fch_73fr5920_eucn_2009.zip </a>,Critical Habitat for Threatened & Endangered Species - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat Portal - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat designated by Final Rule listed within the Federal Register,,      West_Bounding_Coordinate: -120.445831       East_Bounding_Coordinate: -120.325821       North_Bounding_Coordinate: 34.849462       South_Bounding_Coordinate: 34.472865 ,,,,U.S. Fish & Wildlife Service (FWS),Yes,Not Relevant,<a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,<a href="http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_67fr67968_ecap_2009.xml">http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_67fr67968_ecap_2009.xml</a>,,,,,,,,,,,,,,,,,,,,,,http://criticalhabitat.fws.gov/docs/crithab/zip/fch_67fr67968_ecap_2009.zip,0.012 MB,,,
http://www.data.gov/details/1810,Final critical habitat for the Gaviota tarplant (Deinandra increscens villosa),Department of the Interior,US Fish and Wildlife Service,Geography and Environment,"November 7, 2002","September 23, 2009","November 7, 2002 to present",As Needed,"    Abstract: These data identify the areas (in general) where final critical habitat for the Gaviota tarplant (Deinandra increscens villosa) occurs. Critical habitat for the species occurs in three units. These units are in western Santa Barbara County immediately adjacent to the southeastern boundary of Vandenberg Air Force Base on Tranquillon Ridge (W. Santa Ynez Mountains) and in southern Santa Barbara County along the coastal slopes and terraces from Gaviota to Jalama and inland from Sacate in the adjacent Santa Ynez Mountains.     Purpose: Critical habitat are areas considered essential for the conservation of a listed species. These areas provide notice to the public and land managers the importance of these areas to the conservation of this species. Special protections and/or restrictions are possible in areas where federal funding, permits, licenses, authorizations, or actions occur or are required. ",Raw Data Catalog,Geospatial,"biota, environment, U.S. Fish and Wildlife Service, Final Rule, critical habitat, Gaviota tarplant, Deinandra increscens villosa, California,  CA, Santa Barbara County, Tranquillon Ridge, Santa Ynez Mountains, Sudden Peak, Point Conception, Jalama, Gaviota, Vandenberg Air Force Base",<a href="http://criticalhabitat.fws.gov/docs/crithab/zip/fch_67fr67968_heiv_2009.zip">http://criticalhabitat.fws.gov/docs/crithab/zip/fch_67fr67968_heiv_2009.zip</a>,Critical Habitat for Threatened & Endangered Species - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat Portal - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat designated by Final Rule listed within the Federal Register,,      West_Bounding_Coordinate: -120.554479       East_Bounding_Coordinate: -120.164892       North_Bounding_Coordinate: 34.582964       South_Bounding_Coordinate: 34.436259 ,,,,U.S. Fish & Wildlife Service (FWS),Yes,Not Relevant,<a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,<a href="http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_67fr67968_heiv_2009.xml">http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_67fr67968_heiv_2009.xml</a>,,,,,,,,,,,,,,,,,,,,,,http://criticalhabitat.fws.gov/docs/crithab/zip/fch_67fr67968_heiv_2009.zip,0.027 MB,,,
http://www.data.gov/details/1811,Final Critical Habitat for the Scotts Valley polygonum (Polygonum hickmanii),Department of the Interior,US Fish and Wildlife Service,Geography and Environment,"April 8, 2003","September 23, 2009","April 8, 2003 to present",As Needed,"    Abstract: These data identify the areas (in general) where final critical habitat for the Scotts Valley polygonum (Polygonum hickmanii) occurs. The boundaries of critical habitat for this species are coincident with the boundaries for Scotts Valley spineflower. The units of critical habitat are within the City of Scotts Valley, Santa Cruz County California.     Purpose: Critical habitat are areas considered essential for the conservation of a listed species. These areas provide notice to the public and land managers the importance of these areas to the conservation of this species. Special protections and/or restrictions are possible in areas where federal funding, permits, licenses, authorizations, or actions occur or are required. ",Raw Data Catalog,Geospatial,"biota, environment, U.S. Fish and Wildlife Service, Final Rule, critical habitat, Scotts Valley polygonum, Polygonum hickmanii, California,  CA, Santa Cruz County, Scotts Valley",<a href="http://criticalhabitat.fws.gov/docs/crithab/zip/fch_68fr16970_phck_2009.zip ">http://criticalhabitat.fws.gov/docs/crithab/zip/fch_68fr16970_phck_2009.zip </a>,Critical Habitat for Threatened & Endangered Species - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat Portal - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat designated by Final Rule listed within the Federal Register,,      West_Bounding_Coordinate: -122.011493       East_Bounding_Coordinate: -121.988216       North_Bounding_Coordinate: 37.079549       South_Bounding_Coordinate: 37.062149 ,,,,U.S. Fish & Wildlife Service (FWS),Yes,Not Relevant,<a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,<a href="http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_68fr16970_phck_2009.xml">http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_68fr16970_phck_2009.xml</a>,,,,,,,,,,,,,,,,,,,,,,http://criticalhabitat.fws.gov/docs/crithab/zip/fch_68fr16970_phck_2009.zip,0.008 MB,,,
http://www.data.gov/details/1812,Final critical habitat for the Ventura Marsh milk-vetch (Astragalus pycnostachyus var. lanosissimus),Department of the Interior,US Fish and Wildlife Service,Geography and Environment,"May 20, 2004","September 23, 2009","May 20, 2004 to present",As Needed,"    Abstract: These data identify the area (in general) where final critical habitat for the Ventura Marsh milk-vetch (Astragalus pycnostachyus var. lanosissimus) occurs. Critical habitat for the species is located in coastal Ventura and Santa Barbara counties. In Ventura County critical habitat occurs south of the mouth of the Santa Clara River on McGrath State Beach, and on a mix of State, County, and private land along Mandalay Beach. In Santa Barbara County, critical habitat occurs on State and private lands in the Carpenteria Salt Marsh, adjacent to the City of Carpenteria.     Purpose: Critical habitat are areas considered essential for the conservation of a listed species. These areas provide notice to the public and land managers the importance of these areas to the conservation of this species. Special protections and/or restrictions are possible in areas where federal funding, permits, licenses, authorizations, or actions occur or are required. ",Raw Data Catalog,Geospatial,"biota, environment, U.S. Fish and Wildlife Service, Final Rule, critical habitat, Ventura Marsh milkvetch, Ventura Marsh milk-vetch, Astragalus pycnostachyus lanosissimus, California,  CA, Santa Barbara County, Ventura County, Carpenteria Salt Marsh, McGrath State Beach,  Mandalay Beach, Oxnard, Carpenteria",<a href="http://criticalhabitat.fws.gov/docs/crithab/zip/fch_69fr29081_apyl_2009.zip">http://criticalhabitat.fws.gov/docs/crithab/zip/fch_69fr29081_apyl_2009.zip</a>,Critical Habitat for Threatened & Endangered Species - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat Portal - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat designated by Final Rule listed within the Federal Register,,      West_Bounding_Coordinate: -119.545410       East_Bounding_Coordinate: -119.236378       North_Bounding_Coordinate: 34.411498       South_Bounding_Coordinate: 34.191998 ,,,,U.S. Fish & Wildlife Service (FWS),Yes,Not Relevant,<a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,<a href="http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_69fr29081_apyl_2009.xml">http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_69fr29081_apyl_2009.xml</a>,,,,,,,,,,,,,,,,,,,,,,http://criticalhabitat.fws.gov/docs/crithab/zip/fch_69fr29081_apyl_2009.zip,0.011 MB,,,
http://www.data.gov/details/1813,Final Critical Habitat for the Santa Barbara County Population of the California Tiger Salamander (Ambystoma californiense),Department of the Interior,US Fish and Wildlife Service,Geography and Environment,"November 24, 2004","September 23, 2009","November 24, 2004 to present",As Needed,"    Abstract: These data identify the areas (in general) where critical habitat is designated for the Santa Barbara County Distinct Population Segment of the California Tiger Salamander (Ambystoma californiense). Proposed critical habitat for the species occurs in six units: Santa Rita, Purisima Hills, Eastern Los Alamos, Western Los Alamos/Careaga, Eastern Santa Maria, and Western Santa Maria/Orcutt. These units are in western Santa Barbara County from the Santa Rita Valley - Purisima Hills area northward to the Santa Maria Valley.     Purpose: Critical habitat are areas considered essential for the conservation of a listed species. These areas provide notice to the public and land managers the importance of these areas to the conservation of this species. Special protections and/or restrictions are possible in areas where federal funding, permits, licenses, authorizations, or actions occur or are required. ",Raw Data Catalog,Geospatial,"biota, environment, U.S. Fish and Wildlife Service, Final Rule, critical habitat, California tiger salamander, Ambystoma californiense, California,  CA, San Luis Obispo County, Santa Barbara County, Los Alamos, Orcutt, Santa Maria, Santa Rita",<a href="http://criticalhabitat.fws.gov/docs/crithab/zip/fch_69fr68568_amtc_2009.zip">http://criticalhabitat.fws.gov/docs/crithab/zip/fch_69fr68568_amtc_2009.zip</a>,Critical Habitat for Threatened & Endangered Species - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat Portal - <a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,Critical Habitat designated by Final Rule listed within the Federal Register,,      West_Bounding_Coordinate: -120.536102       East_Bounding_Coordinate: -120.229129       North_Bounding_Coordinate: 34.905006       South_Bounding_Coordinate: 34.633992 ,,,,U.S. Fish & Wildlife Service (FWS),Yes,Not Relevant,<a href="http://criticalhabitat.fws.gov/">http://criticalhabitat.fws.gov/</a>,<a href="http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_69fr68568_amtc_2009.xml">http://criticalhabitat.fws.gov/FGDC_Classic.htm?xmlfile=../docs/crithab/metadata/fch_69fr68568_amtc_2009.xml</a>,,,,,,,,,,,,http://criticalhabitat.fws.gov/docs/crithab/zip/fch_69fr68568_amtc_2009.zip,0.011 MB,,,,,,,,,,,,,
